302,62
287,78
349,87
302,86
60,39
64,46
284,84
274,89
252,65
301,61
10,84
100,74
53,18
101,72
12,88
304,80
97,68
44,84
222,36
43,60
278,80
280,81
283,82
350,36
309,60
65,46
348,65
300,79
338,76
95,64
49,85
302,70
283,85
200,62
320,66
8,75
55,85
110,87
74,89
209,70
311,66
80,66
91,71
357,84
274,85
357,77
274,82
280,85
320,64
280,87
264,83
295,85
316,65
351,75
15,75
295,87
226,80
353,80
276,85
330,73
103,89
250,85
91,82
47,85
89,87
94,75
333,70
323,66
330,59
267,80
267,85
207,40
339,75
318,59
262,79
325,76
329,62
354,40
184,70
244,87
244,32
4,21
178,49
354,70
214,56
351,64
264,84
152,14
72,36
182,48
358,82
192,39
309,69
196,55
217,62
335,64
344,68
142,26
288,78
137,74
106,48
4,62
95,64
335,84
344,66
341,58
305,82
302,86
262,86
338,81
129,46
268,88
75,38
354,72
178,85
328,56
232,50
318,58
97,36
148,74
331,38
311,62
341,73
268,83
267,82
267,82
46,34
338,81
317,16
273,86
318,17
296,87
310,20
21,84
341,73
283,5
275,88
200,48
347,52
192,70
268,79
245,76
270,60
48,20
245,79
317,63
278,62
139,88
38,57
207,71
73,77
224,36
347,76
327,69
39,61
232,63
14,56
274,89
93,86
359,81
202,65
4,86
92,79
341,75
36,51
87,85
303,57
173,76
83,72
306,79
56,48
214,63
260,89
72,38
238,49
242,73
86,65
236,76
276,85
270,85
60,3
30,75
250,1
307,74
72,63
243,56
75,59
31,73
286,80
55,66
196,35
20,58
28,76
110,72
260,20
310,48
4,72
353,73
7,81
360,10
17,61
295,65
6,82
182,25
269,89
50,46
40,89
358,69
34,76
347,66
210,5
220,75
34,68
275,80
280,80
73,59
14,76
286,86
252,76
354,69
354,69
296,75
207,65
60,48
49,56
56,50
196,36
351,78
176,36
184,42
25,86
279,79
14,72
200,66
358,78
359,77
344,76
190,38
29,81
180,32
336,79
225,54
38,44
236,75
176,42
10,70
176,85
196,36
292,64
306,70
25,64
186,66
227,28
278,61
352,85
355,70
199,75
268,82
336,69
163,39
240,81
68,49
4,83
343,83
280,64
221,46
317,70
207,73
250,75
75,87
40,76
30,77
302,50
342,65
80,65
344,80
351,76
76,20
173,41
190,57
195,39
350,35
346,70
345,72
343,53
331,59
345,88
346,85
167,32
95,72
230,23
180,40
360,37
