43,82
302,76
306,82
38,84
316,47
61,72
162,46
60,76
41,83
79,86
169,33
140,36
345,31
74,82
144,29
248,72
294,87
18,65
120,78
114,82
304,56
304,62
305,57
246,66
249,78
21,69
122,85
327,82
32,84
141,88
309,66
26,83
77,78
352,63
102,86
248,30
295,88
278,15
4,78
309,60
298,88
138,79
131,86
226,82
139,82
126,71
20,80
252,22
119,86
198,70
342,59
130,88
66,88
324,29
312,71
117,68
117,79
218,89
16,81
232,26
197,81
117,86
297,61
106,74
124,30
320,76
360,69
288,88
333,82
56,89
120,85
35,80
118,55
33,86
120,86
12,82
283,89
18,82
82,56
308,87
36,82
197,66
338,69
18,66
304,88
119,89
304,89
119,89
44,74
287,88
6,72
24,62
45,69
156,72
107,88
38,82
100,89
146,72
267,88
308,30
281,78
137,79
228,86
12,52
116,82
70,72
50,64
317,52
120,86
157,84
52,84
344,30
57,85
241,84
111,80
39,80
326,66
32,84
195,18
307,80
196,87
316,85
263,84
125,24
37,71
45,82
327,66
46,89
304,40
12,69
324,77
115,75
105,78
109,62
308,33
76,84
320,73
236,88
219,87
258,14
310,60
4,66
62,84
234,88
335,69
122,84
50,83
118,39
207,75
24,81
273,66
358,60
132,82
246,12
48,82
194,86
42,75
354,56
45,64
39,79
137,85
326,64
332,78
74,85
147,87
315,54
210,28
298,63
300,59
338,74
47,88
328,51
295,80
46,78
51,81
4,88
315,50
286,34
356,58
324,58
320,59
229,86
309,32
320,58
321,58
228,86
237,88
334,67
323,72
12,55
316,74
46,86
37,79
333,86
309,81
228,86
76,89
344,79
54,88
47,89
48,84
198,74
132,86
36,84
46,81
325,66
308,54
41,82
45,83
309,54
30,83
257,24
336,74
94,82
48,89
316,66
304,78
334,72
131,34
130,89
205,87
304,84
310,68
333,69
123,28
88,71
344,82
343,74
338,67
335,75
347,66
346,65
40,89
294,84
334,71
344,76
225,88
46,74
212,78
248,78
225,76
328,84
192,76
96,89
7,66
292,55
291,88
312,79
316,78
212,68
21,66
80,86
360,70
345,81
280,87
352,75
7,88
5,80
37,71
315,79
40,56
4,68
38,74
348,72
219,82
357,76
42,88
161,89
170,88
357,78
31,85
208,85
148,87
26,85
324,77
303,86
158,88
205,80
324,86
343,82
221,78
350,79
29,28
238,65
305,88
318,68
321,70
306,72
82,72
326,64
332,82
331,82
123,82
53,85
32,49
310,70
142,89
39,81
111,80
349,12
239,25
288,82
35,85
314,40
112,85
144,81
36,80
2,59
242,43
54,84
315,78
315,70
28,82
315,68
45,80
318,55
124,66
215,89
35,84
288,76
324,52
8,79
342,35
326,52
292,75
230,66
342,48
34,81
227,83
225,80
142,79
234,78
242,89
306,88
344,64
135,82
229,84
26,81
114,89
355,49
235,79
39,71
134,76
234,84
124,80
210,88
272,79
133,86
54,80
76,79
275,86
212,32
130,82
252,30
276,84
319,69
244,86
321,84
268,24
247,86
270,86
340,84
145,83
284,84
345,64
237,80
137,86
49,35
280,75
22,89
310,89
63,71
224,66
345,64
258,34
91,87
320,82
25,74
27,75
275,82
314,71
118,64
34,89
310,89
33,89
52,88
290,61
32,70
319,32
300,66
306,54
256,79
238,66
336,25
42,70
332,65
220,74
215,12
32,68
224,88
133,70
335,62
295,35
86,88
248,62
354,46
319,80
118,81
350,75
214,25
225,65
232,81
266,64
310,33
264,44
68,60
242,81
328,44
255,14
262,80
124,72
314,86
138,76
132,84
51,70
145,69
48,63
357,29
333,72
111,65
290,36
109,75
124,66
145,37
358,34
198,24
335,68
283,24
306,57
16,31
123,86
135,89
317,18
283,89
141,89
308,54
125,65
343,65
316,70
308,71
97,25
284,79
338,51
120,69
310,76
342,44
180,16
224,84
46,17
298,84
129,58
306,48
107,26
102,80
231,19
313,62
290,69
275,83
124,4
314,89
72,37
340,41
258,35
299,60
355,35
165,45
294,70
118,89
10,53
334,44
303,68
139,86
240,24
238,38
115,89
283,41
254,24
89,86
224,85
18,62
266,87
310,67
131,76
41,64
226,89
353,52
93,85
286,20
21,82
351,56
214,86
125,32
338,76
248,80
286,30
241,81
139,82
318,80
11,84
345,77
330,88
103,75
353,81
239,86
141,89
243,89
243,87
288,75
326,63
205,82
73,65
278,67
229,77
318,54
235,75
299,59
216,80
119,75
205,87
106,78
215,75
